X,Y,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,Tier,SiteType,Status,Location,Military,Comment,FacilityOrder,FacilityDate,GlobalID,SiteBackground,DrinkingWaterInformation,AnticipatedActivities,OBJECTID
722449.5552,238118.0114,GM LLC Pontiac North Campus,Oakland County,1 Pontiac Plaza, Pontiac               ,48340,Industrial,No,Nicole Sanabria,SanabriaN@michigan.gov ,517-281-7726,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/gm-lcc-pontiac-north-campus,-83.28383,42.66093,,MCL,Final,,No,,,2022/12/13 00:00:00+00,{B24AFC81-70C7-4A04-A084-8BEFFA7F1DB9},,,,12593
477291.6067,203680.1411,Former Four Star Property,Van Buren County,1391 Kalamazoo Street (formerly 1415 Kalamazoo Street),South Haven,49090,Plating,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/four-star-property,-86.274455,42.383659,,MCL,Final,,No,,,2023/01/13 00:00:00+00,{70A03BBF-A11A-4DF8-90FC-7A1F49A5AAF9},,,,13393
479021.2008,303737.8142,Former BASF Muskegon,Muskegon County,1740 Whitehall Rd,North Muskegon,49445,Industrial,TBD,Joe Rogers,RogersJ5@Michigan.gov ,517-599-5312,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/former-basf-muskegon,-86.256773,43.28458,,MCL,Final,,No,,,2023/02/03 00:00:00+00,{323B9335-9D50-4767-A8F0-B0D89E950515},,,,13793
678711.6891,214320.1285,Hamburg Township WWTP,Livingston County,6400 East M-36,Hamburg,48139,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/hamburg-township-wwtp,-83.82489,42.45827,,MCL,Final,,No,,,2023/02/06 00:00:00+00,{FF167414-CC15-46AC-82DE-C5D3EB84AFA3},,,,13794
666876.3576,232346.4232,2440 West Highland Road – Upland Area of the Shiawassee River Superfund Site,Livingston County,2440 W Highland Road,Howell,48843,Industrial,Yes,Mary B. Schafer,Schaferm2@Michigan.gov,517-582-1663,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/2440-west-highland-road,-83.963417,42.623256,,MCL,Final,,No,,,2023/02/06 00:00:00+00,{222CA67B-594E-4D27-BCAC-4D67EAEE0F5D},,,,13795
477477.5405,203714.1658,1421 Kalamazoo Street ,Van Buren County,1421 Kalamazoo Street ,South Haven,49090,Industrial,Yes,Rachel Golota,GolotaR@Michigan.gov,269-370-2404,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/van-buren-county/1421-kalamazoo-street,-86.272198,42.38397,,MCL,Final,,No,,,2023/03/01 00:00:00+00,{925FD323-5C65-427C-85CB-3F966A918E92},,,,14193
591079.0053,370013.211,Surrey Township Landfill,Clare County,7590 Old State Road,Farwell,48622,Landfill,Yes,Scott Malusi,malusis@michigan.gov,989-891-6983,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/clare-county/surrey-township-landfill,-84.86439,43.87583,,MCL,Final,,No,,,2023/03/03 00:00:00+00,{9E5C5ACA-9543-42C3-8C42-73902B065F91},,,,14593
512968.2558,308015.8588,Riveridge Sewage Lagoon,Newaygo County,12624 S Ferris Ave,Grant,49327,Wastewater,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/newaygo-county/riveridge-sewage-lagoon,-85.838277,43.323207,,MCL,Final,,No,,,2023/04/03 00:00:00+00,{46079EDA-A8CB-4172-923C-203A039646AD},,,,14993
521197.3092,287922.4362,Sparta Foundry Waste Facility ,Kent County,9737 Laubach Ave,Sparta,49345,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/sparta-foundry-waste-facility,-85.737629,43.142077,,MCL,Final,,No,,,2023/04/18 00:00:00+00,{957EDC46-FB06-4C12-B989-2B12746C17B4},,,,15393
676311.7675,222012.1255,Former Genoa Township Oak Pointe WWTP   ,Livingston County,5341 Brighton Road,Brighton,48116,Wastewater,TBD,Kevin Wojciechowski ,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/former-genoa-township-oak-pointe-wwtp,-83.851653,42.52808,,MCL,Final,,No,,,2023/04/20 00:00:00+00,{8AAE06C9-589A-4BA2-BA38-BE6EC8F1A3D0},,,,15793
742888.7896,220790.6646,U.S. Army Garrison - Detroit Arsenal,Macomb County,6501 East 11 Mile Road,Warren,48397,Military,No,Beth Place,placeb1@michigan.gov,517-899-7524,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/us-army-garrison-detroit-arsenal,-83.042092,42.498754,,MCL,Final,,Yes,,,2023/07/18 00:00:00+00,{C98B8E2F-5239-4670-BB81-E4C249F5A533},,,,16193
528211.202,236343.9955,Wayland Recycling Inc.,Allegan County,763 W. Elm Street,Wayland,49348,Industrial,Yes,Kathleen Ekstrum,EkstrumK@michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/wayland-recycling,-85.65420423,42.67739008,,Site,Final,,No,,,2023/05/02 00:00:00+00,{267C6C9B-3F17-41EA-BAD5-1731DF595698},,,,16593
577625.6804,270173.7958,Ionia City Landfill,Ionia County,Cleveland St.,Ionia,48846,Landfill,No,Jason Harnick,Harnickj1@michigan.gov,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/ionia-city-landfill,-85.04633345,42.97842177,,Site,Final,,No,,,2023/05/10 00:00:00+00,{B19DC0A8-17DE-424B-93A1-0BED3AE50F85},,,,16994
731457.2157,176829.314,DSC McLouth Steel-Gibraltar Plant,Wayne County,28000 West Jefferson,Gibraltar,48173,Landfill,Yes,Samantha Belisle,belisles1@michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/mclouth-steel-gibraltar,-83.19901,42.106639,,Site,Final,,No,,,2023/05/11 00:00:00+00,{345CB8A3-D6A9-45D4-82D4-6F9FFAE0197F},,,,16995
525105.3722,212666.329,Former Menasha Paper Mill,Allegan  County,320 North Farmer,Otsego,49078,Paper Manufacturing,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/former-menasha-paper-mill,-85.693278,42.464298,,Site,Final,,No,,,2023/05/10 00:00:00+00,{48CC4530-4A73-4DC3-A665-EB3D9F7DCA1E},,,,17393
525877.5043,213162.8121,Menasha Landfill,Allegan  County,255 East River Street,Otsego,49078,Landfill,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/menasha-landfill,-85.683862,42.46874,,Site,Final,,No,,,2023/05/10 00:00:00+00,{6C2490BF-485B-4191-A515-0BA9E8D3708D},,,,17394
633364.7716,187968.8458,Michner Plating – Angling Road,Jackson County,1725 Angling Rd.,Jackson,49203,Plating,Yes,Zachary McCurley,McCurleyZ1@michigan.gov,517-290-2555,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/michner-plating-angling-road,-84.38258536,42.23033975,,Site,Final,,No,,,2023/05/22 00:00:00+00,{C3D7D954-51C2-4286-B02B-23F9E003B4F1},,,,17793
537469.128,286612.6258,5312 11 Mile Road NE,Kent County,5312 11 Mile Road NE,Rockford,49341,Tannery,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/5312-11-mile-road-ne,-85.53764,43.12960876,,Site,Final,,No,,,2021/05/31 00:00:00+00,{3260842B-A3C4-42E1-8B82-9B097F273905},,,,18193
490207.9463,295510.4492,Bofors Nobel,Muskegon County,5025 Evanston Avenue,Egelston Township,49443,Industrial,No,Mark Reimann,ReimannM@michigan.gov,517-290-9379,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/bofors-nobel,-86.11878348,43.21070886,,Site,Final,,No,,,2023/05/31 00:00:00+00,{2B1F99B5-E901-49F5-8760-60268218D64B},,,,18593
310891.9377,746897.1005,North Houghton County Water and Sewer Authority Wastewater Treatment Plant,Houghton County,23749 Highway M-203,Calumet,49913,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/north-houghton-county-wsawtp,-88.497,47.247,,Site,Final,,No,,,2023/06/09 00:00:00+00,{9CC88D03-1300-411D-A438-3FEB3F3423AF},,,,18993
609860.7041,438904.2659,Roscommon Area Public Schools WWTP,Roscommon County,175 West Sunset Drive,Roscommon,48653,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/roscommon-county/roscommon-area-public-schools-wwtp,-84.616159,44.493351,,Site,Final,Roscommon,No,,,2023/06/14 00:00:00+00,{36286643-1C8D-4693-B886-B9AE05E30B16},,,,19393
563054.5633,464200.0717,Kalkaska WWTP,Kalkaska County,1005 Island Lake Road NW,Kalkaska,49646,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-753-3891,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalkaska-county/kalkaska-wwtp,-85.201707,44.726694,,Site,Final,Kalkaska,No,,,2023/06/14 00:00:00+00,{D565614D-140F-420B-A280-9566770035DC},,,,19394
666549.1816,207285.8011,Multi Lake Water and Sewer Authority Wastewater Treatment Plant,Washtenaw County,12088 North Territorial Road,Dexter,48130,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/multi-lake-wsawtp,-83.97485383,42.39770524,,Site,Final,Dexter,No,,,2023/06/23 00:00:00+00,{5C178E81-EBE2-45EB-BD80-3BB131434BDE},,,,19793
704915.9465,462283.1504,2nd Street Lincoln,Alcona County,"S 2nd St, Lincoln, MI, 48742, USA", Lincoln,48742,Unknown,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alcona-county/2nd-street-lincoln,-83.41204444,44.68293889,,Site,Final,Lincoln,No,,,2023/07/18 00:00:00+00,{99E1A42F-A0CD-41E1-AA3E-47A9EFBB754F},,,,20193
671051.6534,229105.5556,Regal Recycling (former),Livingston County,645 Lucy Road,Howell,48843,Industrial,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/regal-recycling,-83.91351063,42.59314623,,Site,Final,Howell,No,,,2023/07/06 00:00:00+00,{1B0958B9-3907-46FA-AF76-66064256821F},,,,20993
474843.4725,159779.9531,Michigan Tube Division,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,-86.30255939,41.98833231,,Site,Final,Eau Claire,No,,,2023/07/18 00:00:00+00,{5EA46888-19D1-4509-BDF0-6016F0C818BA},,,,21393
481015.8249,294603.1124,Quality Plating,Muskegon County,2712 McIlwraith,Muskegon Heights,49444,Plating,No,Rikki Oden,OdenR@michigan.gov,517-290-9223,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/quality-plating,-86.231903,43.20238486,,Site,Final,Muskegon Heights,No,,,2023/07/31 00:00:00+00,{C1690BC6-C5DB-4E13-AD21-4EEE35D66A42},,,,21394
537591.8068,231882.4856,Misak Landfill,Barry County,1075 South Patterson Road,Yankee Springs,49348,Landfill,Yes,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/misak-landfill,-85.5400433,42.63677794,,Site,Final,Yankee Springs,No,,,2023/08/17 00:00:00+00,{756F19B7-DB25-4F53-9138-B82C1DD5D2C7},,,,21794
341413.5863,585664.5078,Central Landfill Authority,Dickinson County,Hydraulic Falls Road,Iron Mountain,49801,Landfill,Yes,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/central-landfill-authority,-88.038942,45.804655,,Site,Final,Iron Mountain,No,,,2023/08/22 00:00:00+00,{898A53C5-408E-465C-B553-A9AD0830A2A0},,,,21795
670136.319,337825.0145,"Bay City Fire Department, Station #2",Bay County,1000 Fremont Avenue,Bay City,48708,Fire Station,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bay-city-fire-department-station-2,-83.890953,43.572011,,Site,Final,Bay City,No,,,2023/07/27 00:00:00+00,{C0915719-C18D-445A-8AF3-7F01712263E7},,,,22194
561293.8591,405561.0722,McBain Sanitary Wastewater Treatment Plant,Missaukee County,261 North Cherry Street,McBain,48657,Wastewater,No,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/missaukee-county/mcbain-sanitary-wwtp,-85.230935,44.198958,,Site,Final,McBain,No,,,2023/08/25 00:00:00+00,{264C6636-4794-432B-A705-F88779D10006},,,,22594
476749.2342,377317.067,Mason County Sanitary Landfill,Mason County,"600 W 1st St, Scottville, MI, 49454, USA",Scottville,49454,Landfill,No,James Staley,Staleyj1@michigan.gov,(231) 429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/mason-county-landfill,-86.28778881,43.9469609,,Type II Landfill,Final,,No,,,2023/09/13 16:00:00+00,{CBA4BDBB-98BF-47C0-8950-8BF4C9DE9FF0},,,,23489
469628.9714,311593.4145,Former Fruitland Township Landfill,Muskegon County,"5281 Michillinda Rd, Whitehall, MI, 49461, USA",Whitehall,49461,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/fruitland-township-landfill,-86.37293545,43.35500326,,Site,Final,,No,,,2023/09/25 16:00:00+00,{B38A0855-5FD9-489E-866E-5BB469AEAE00},,,,24296
691317.5476,272757.05,3283 South Dort Highway,Genesee County,"3283 S Dort Hwy, Burton, MI, 48507, USA",Burton,48529,Industrial,TBD,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/3283-south-dort,-83.650786,42.981456,,Site,Final,,No,,,2023/10/26 16:00:00+00,{600F66AC-C375-4E48-87AD-8549C925BC1B},"The site at 3283 South Dort Highway was agricultural land until development in 1960 for a tool manufacturer.  Various tool manufacturers operated at the site from 1960 to 1990.  The site has been used as an equipment rental operation since 1990.  A Baseline Environmental Assessment (BEA) was submitted to EGLE in June 2023.  A subsurface investigation with groundwater sampling was completed on the site during February 2023 regarding the past use as a tool manufacturer.  A groundwater sample was collected near a floor drain within a building on the northern portion of the site and the results were PFHxS at a concentration of 121 ppt (compared to 51 ppt), PFOA at a concentration of 88 ppt (compared to 8 ppt), and PFOS at a concentration of 28.8 ppt (compared to 16 ppt).     

Groundwater flow direction was not determined during the February 2023 subsurface investigation but is suspected to flow to the north.  The nearest water body is Thread Creek located about a ¾ mile to the east.  There are currently no known impacts to surface water bodies.","Municipal water is available to the area and the site is on municipal water.  Review of water well records by EGLE, DHHS, and local health determined there are water wells present near the site and residential water well sampling will be conducted for six residences located to the north of the site.  Access agreements were being sought for the sampling of six residential.  EGLE, DHHS, and local health will evaluate residential well sampling efforts and results.    ",Anticipated activities include residential well sampling of six residential water wells to the north of the site and mitigation of public health risks if identified in drinking water.  ,24300
686395.9633,293147.1366,11134 North Saginaw,Genesee County,"11134 N Saginaw Rd, Clio, MI, 48420, USA",Clio,48420,Fire Related,TBD,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/11134-north-saginaw,-83.70501398,43.16598898,,Site,Final,,No,,,2023/10/26 16:00:00+00,{1520729C-4765-415E-839C-5BE36098C908},"11134 North Saginaw Road has been a commercial oil and fuel distribution operation since 1994.  In August 2009, a fire occurred in a former warehouse building used to store oil and lubricants which released an unknown amount of oil.  The fire lasted approximately 28 hours and an estimated 500,000 gallons of water and fire retardant were used to extinguish the fire.  A subsurface investigation was completed in January 2023 as part of a Baseline Environmental Assessment (BEA); EGLE received the BEA in September 2023.  Five groundwater samples were analyzed for PFAS.  The highest PFAS results were PFBS at 2,800 ppt (compared to 420 ppt), PFHxS at 18,000 ppt (compared to 51 ppt), PFNA at 530 ppt (compared to 6 ppt), PFOS at 110,000 ppt (compared to 16 ppt), and PFOA at 3,100 ppt (compared to 8 ppt).      

Groundwater flow was not determined during the January 2023 subsurface investigation.  Deep groundwater is suspected to be to the north, and shallow groundwater flow is suspected to be to the south-southeast.  The nearest surface water body is an unnamed drain located on the southeastern portion of the site that flows to the north-northeast towards the Pine Run Creek.","Municipal water is available along North Saginaw Road.  Review of drinking water well records by EGLE, DHHS, and local health determined there are water wells surrounding the site.  Residential water well sampling is planned for a commercial operation along North Saginaw Road and 23 residences along Tobias and Wilson Roads.    ","Anticipated activities include drinking water sampling of commercial and residential wells surrounding the site and mitigation of public health risks if identified in drinking water.  EGLE, DHHS, and local health will evaluate the water well sampling efforts and results and determine next steps. ",24700
619100.1304,245537.4985,"Demmer Corporation (LOC Performance Products, Inc.)",Ingham County,"1600 North Larch Street, Lansing, Michigan",Lansing,48906,Industrial,No,Sam Cairns,CairnsS2@Michigan.gov,517-898-4058,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/demmer-corporation,-84.54309098,42.751102,,Site,Final,,No,,,2023/11/15 17:00:00+00,{29038C7F-3450-4449-875B-1434434336E0},"The Demmer Corporation (Demmer), site was a wheel manufacturing plant located at 1600 North Larch Street, Lansing, Michigan, and operated from 2007 to 2017. Prior to that, the site was used for wheel manufacturing for many years by other entities. The plant is currently owned by LOC Performance Products, Inc., which manufactures armored equipment and vehicles for the defense industry. The site is currently being remediated under the federal Resource Conservation and Recovery Act of 1976, as amended (RCRA), Corrective Action Program, which is overseen by the United States Environmental Protection Agency (U. S. EPA).

In 2000, contaminants were discovered in soil and groundwater, and a site-wide investigation was started. In May 2022, the U. S. EPA requested that Demmer conduct additional groundwater sampling, including for PFAS. In April 2023, Demmer’s consultant completed groundwater monitoring activities and found that PFAS concentrations exceeded groundwater cleanup criteria in six wells. The highest concentration for PFOA was 670 ppt, and the highest for PFOS was 910 ppt.

Groundwater flow is south to southeast across the site in the upper aquifer. The Grand River is the nearest surface water, and it is about 0.25 miles west-southwest from the source area. There are currently no known impacts to surface water bodies.","Municipal water is supplied by the Lansing Board of Water and Light (BWL). According to EGLE’s Water Well Viewer, the nearest supply well is BWL Well 25-19, which is located approximately 700 feet west of the site and installed to a depth of 443 feet. The second nearest supply well is BWL Well 25-18, which is located approximately 825 feet southwest of the site and installed to a depth of 410 feet. A groundwater ordinance prohibiting the installation of drinking water wells exists in this portion of Lansing, with exceptions for public utility well installations and maintenance. The DHHS and LHD have verified that there are no nearby residential wells.

","Based on the analytical results of the sitewide groundwater investigation in the spring of 2023, additional investigation at the Site is anticipated to occur, to delineate the extent of contamination. Remediation and investigation are currently being done under the RCRA Corrective Action Program with the U. S. EPA as the lead agency. ",25106
696902.5897,190723.7209,Jackson Cleaners,Washtenaw County,"2 W Michigan Ave, Ypsilanti, MI, 48197, USA",Ypsilanti,48197,Laundromat/Dry Cleaner,No,Zach McCurley,mccurleyz1@michigan.gov,517-290-9074,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/jackson-cleaners,-83.61195399,42.24135899,,Site,Final,,No,,,2023/11/28 17:00:00+00,{6771635A-D029-4CEB-8B96-9B3947D52F78},"The Jackson Cleaners site is located near the corner of West Michigan Avenue and North Huron Street and has hosted various dry-cleaning operations since at least 1919. The property is located within the historical district which is now used for commercial storefront and residential apartments. EGLE and EPA have been working on this site to address vapor intrusion issues since approximately 2020.

In the fall of 2023, monitoring wells were installed and groundwater was collected. All groundwater waste was containerized into 55-gallon steel drums. The waste disposal company required the waste from the investigation be sampled for PFAS. The sample came back with PFAS concentrations exceeding criteria. PFOS was detected at 35 ppt (compared to 16 ppt) and PFOA was detected at 12 ppt (compared to 8 ppt). Sampling of select wells were completed to confirm that detections were in the groundwater. The highest concentration of PFOS was 9.2 ppt and PFOA was 15 ppt.

The property is roughly 300 feet west of the Huron River and 150 feet east of Riverside Park.  The local groundwater flow is generally east toward the Huron River.
","The area is served by municipal drinking water.  EGLE, DHHS, and local health evaluated well logs and determined there are no known residential wells. ",Monitoring will continue at the site for PCE and vapor intrusion. Any groundwater monitoring will include PFAS sampling for future. ,25508
717133.6674,195733.0898,"Cul-Mac Industries, LLC (former 3M AC&S Division)",Wayne County,"3720 Venoy Rd, Wayne, MI, 48184, USA",Wayne,48184,Industrial,No,Anna Harris,HarrisA44@Michigan.gov,586-515-0350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cul-mac-industries,-83.36496,42.28097798,,Site,Final,,No,,,2023/12/15 17:00:00+00,{619FF538-AE13-4597-817F-E2DD98538F2E},"Cul-Mac Industries LLC is located at 3720 Venoy Road and produces professional cleaning products, car wash cleaning products, pool sanitizers, and other disinfectants. This property was originally developed for industrial purposes in 1941 and has been owned and/or operated by various industrial companies, including 3M Adhesives Coatings & Sealers Division (from at least 1974 until 1987). EGLE reviewed a Baseline Environmental Assessment (BEA) that was conducted in August 2022 due to a change in ownership/operator. The BEA included several groundwater samples that exceeded the groundwater clean-up criteria with maximum concentrations of 3,100 ppt PFOS (compared to 16 ppt), 900 ppt PFOA (compared to 8 ppt), 9 ppt PFNA (compared to 6 ppt), and 68 ppt PFHxS (compared to 51 ppt).

There is no groundwater flow on the site. Groundwater on the site is perched, discontinuous, and confined by clay. The nearest waterbody is the Lower River Rouge which is to the north of the site.","Municipal water is available in the area.  EGLE, DHHS, and local health have reviewed area well logs to verify there are no residential drinking water wells in the area.",There are no anticipated activities related to PFAS.,25908
358312.6451,769257.4343,Copper Harbor Landfill,Keweenaw County,"Manganese Rd, Copper Harbor, MI, 49918, USA",Copper Harbor,49918,Landfill,TBD,James Staley,StaleyJ1@Michigan.gov,231-429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/keweenaw-county/copper-harbor-landfill,-87.877611,47.459992,,Site,Final,,No,,,2023/12/13 17:00:00+00,{8582501A-14CD-494E-8695-714F28E6D815},"The Copper Harbor Landfill, located on Manganese Road, is an unlined landfill that was constructed prior to modern solid waste regulations and requirements.  It is believed that the facility first began accepting waste in the 1930s and accepted primarily municipal solid waste from the Copper Harbor area until late 1990.  Capping of the landfill began during the summer of 1991, and it was certified closed in the April 1993.  The cap consists of a 30-MIL PVC membrane.  Closure activities were conducted as part of a grant closure program offered by the State of Michigan.  

Municipal and residential drinking water wells are located less than one mile from the unlined landfill. Due to the potential for PFAS to be present in groundwater from the waste placed in the landfill, on April 13, 2023, EGLE requested that Grant Township sample the groundwater monitoring wells for PFAS.  Grant Township did not complete the sampling due to lack of adequate funding.  EGLE conducted the sampling on October 10, 2023.  Groundwater at two monitoring wells had PFAS over criteria; the highest result was 62 ppt PFOS (compared to 16 ppt).

Historical documents indicate that groundwater flows in a westerly direction at the landfill.  Nearby water bodies include:  Lake Fanny Hooe, which is located approximately 1,000 feet north of the landfill; and French Annie Creek and Manganese Falls, which are located approximately 350 feet northwest of the landfill.  French Annie Creek flows in a northerly direction, and ultimately discharges into Lake Fanny Hooe.","EGLE, DHHS, and local health officials evaluated drinking water well logs and intend to reach out to the closest residential well owner to sample their well. The municipal wells have been sampled for PFAS annually since 2020.  PFAS has not been detected in the municipal wells during any of the annual sampling events.   ",EGLE anticipates returning to the landfill in May 2024 to collect another round of groundwater samples.  ,25909
557105.5276,263412.5695,Lowell City Landfill,Ionia County,"Ware Rd, Lowell, MI, 49331, USA",Lowell,49331,Landfill,Yes,Daniel Ten Brink,TenBrinkD@Michigan.gov,616-581-1473,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/lowell-city-landfill,-85.298708,42.919422,,Site,Final,,No,,,2023/11/30 17:00:00+00,{F8191D58-4DB5-4783-84A1-74028A0FC8E6},"The former Lowell City Landfill was operated by the City from 1958 through 1983 and is located on Ware Road.  The landfill was officially closed due to improper management and maintenance practices.  Because of the environmental contamination observed following the closing of the landfill, the City of Lowell began performing an environmental investigation of the property in 2019. Due to the potential for PFAS-containing waste materials to have been disposed of at the site, the monitoring wells were sampled for PFAS in July 2023.  Sampling results identified PFAS compounds in groundwater above criteria at select groundwater monitoring wells. The highest detected PFOS concentration was 18 ppt (compared to 16 ppt) and the highest detected PFOA concentration was 26 ppt (compared to 8 ppt).  Based upon these results, the City of Lowell agreed to sample nearby drinking water wells.

Groundwater under the former landfill has been measured to flow generally to the north-northeast. Unnamed drainage creeks are located to the north, which lead to the Grand River, which is located approximately 0.75 miles north of the site.

","Municipal water is not available in this area and all homes are serviced by private drinking water wells.  The City of Lowell will be sampling select drinking water wells at homes within the sample area on Ware Road, Deer Haven Park Drive, White Pine Drive, Big Oak Drive, Valley Vista Drive, and Riverside Drive. Sampling is proposed to start November 2023.","The Michigan Department of Environment, Great Lakes, and Energy (EGLE) will provide oversight as the City of Lowell samples drinking water wells near the former landfill.",25910
683869.177,277641.7416,"Container Specialties, Inc.",Genesee County,"3261 Flushing Road, flint tw",Flushing,48433,Laundromat/DryCleaner,Yes,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/container-specialties-inc,-83.741275,43.02705,,Site,Final,,No,,,2024/01/05 17:00:00+00,{8E17B6B4-A5E6-46C3-8716-BC79F4BA388C},"The Container Specialties Inc. (CSI) property is located in Flint Township and is approximately two-acres in size.  The site is surrounded by residential properties to the east, south, and west, and by commercial/retail properties to the north across Flushing Road In the city of Flint.  Commercial dry-cleaning operations conducted from the 1940s to 2010 resulted in releases of trichloroethylene (TCE) and tetrachloroethylene (PCE).  Due to dry cleaners being a potential source of PFAS, EGLE collected groundwater samples in 2023 and, shallow groundwater contained PFOA at 12 ppt, which exceeds the groundwater cleanup criteria of 8 ppt.

Groundwater flow is generally to the south.  The surficial shallow aquifer extends to approximately 100 feet below ground surface.  Residential wells are installed at greater than 100-foot depths in bedrock; however, 1,4-Dioxane has been detected in the surficial shallow aquifer and deeper bedrock aquifer, suggesting there may be a hydraulic connection.  The Flint River is located about 1,900 feet south of the site.
","Municipal water is available, however ten residences near the site are not connected to the municipal system.  The Figure below shows the 10 known residences still using private water wells near the site. These wells were sampled prior to PFAS sampling and were not impacted by chlorinated solvents.  In the summer of 2023 EGLE sampled nine of the ten residential wells and all were non-detect for PFAS.",The extent of PFAS contamination is unknown as only two groundwater monitoring wells have been sampled and analyzed for PFAS.  DHHS will be re-sampling residential wells in this area for 1-4 Dioxane and PFAS.,26591
